"Step","alpha_trainable_True_init_1.0_seed_5 - Test Accuracy","alpha_trainable_True_init_1.0_seed_5 - Test Accuracy__MIN","alpha_trainable_True_init_1.0_seed_5 - Test Accuracy__MAX","alpha_trainable_False_init_1.0_seed_5 - Test Accuracy","alpha_trainable_False_init_1.0_seed_5 - Test Accuracy__MIN","alpha_trainable_False_init_1.0_seed_5 - Test Accuracy__MAX"
"5000","0.8255695687550855","0.8255695687550855","0.8255695687550855","0.826993490642799","0.826993490642799","0.826993490642799"
"5200","0.8355370219690805","0.8355370219690805","0.8355370219690805","0.8359438567941416","0.8359438567941416","0.8359438567941416"
"5400","0.8347233523189586","0.8347233523189586","0.8347233523189586","0.8361472742066721","0.8361472742066721","0.8361472742066721"
"5600","0.8387917005695688","0.8387917005695688","0.8387917005695688","0.834926769731489","0.834926769731489","0.834926769731489"
"5800","0.8281122864117169","0.8281122864117169","0.8281122864117169","0.830960130187144","0.830960130187144","0.830960130187144"
"6000","0.8348250610252238","0.8348250610252238","0.8348250610252238","0.8368592351505288","0.8368592351505288","0.8368592351505288"
"6136","0.8376729048006509","0.8376729048006509","0.8376729048006509","0.8344182262001627","0.8344182262001627","0.8344182262001627"
"6336","0.8335028478437754","0.8335028478437754","0.8335028478437754","0.8367575264442636","0.8367575264442636","0.8367575264442636"
"6536","0.8373677786818552","0.8373677786818552","0.8373677786818552","0.838486574450773","0.838486574450773","0.838486574450773"
"6736","0.8371643612693247","0.8371643612693247","0.8371643612693247","0.838486574450773","0.838486574450773","0.838486574450773"
"6936","0.8367575264442636","0.8367575264442636","0.8367575264442636","0.8367575264442636","0.8367575264442636","0.8367575264442636"
"7136","0.838486574450773","0.838486574450773","0.838486574450773","0.8372660699755899","0.8372660699755899","0.8372660699755899"
"7336","0.8366558177379984","0.8366558177379984","0.8366558177379984","0.8377746135069162","0.8377746135069162","0.8377746135069162"
"7536","0.8262815296989422","0.8262815296989422","0.8262815296989422","0.8316720911310008","0.8316720911310008","0.8316720911310008"
"7736","0.834519934906428","0.834519934906428","0.834519934906428","0.8400122050447518","0.8400122050447518","0.8400122050447518"
"7936","0.8375711960943857","0.8375711960943857","0.8375711960943857","0.830960130187144","0.830960130187144","0.830960130187144"
"8136","0.8380797396257119","0.8380797396257119","0.8380797396257119","0.8412327095199349","0.8412327095199349","0.8412327095199349"
"8336","0.8385882831570383","0.8385882831570383","0.8385882831570383","0.8403173311635476","0.8403173311635476","0.8403173311635476"
"8536","0.8338079739625712","0.8338079739625712","0.8338079739625712","0.8398087876322213","0.8398087876322213","0.8398087876322213"
"8736","0.8389951179820992","0.8389951179820992","0.8389951179820992","0.8352318958502848","0.8352318958502848","0.8352318958502848"
"8936","0.8386899918633035","0.8386899918633035","0.8386899918633035","0.8423515052888527","0.8423515052888527","0.8423515052888527"
"9136","0.8386899918633035","0.8386899918633035","0.8386899918633035","0.8448942229454841","0.8448942229454841","0.8448942229454841"
"9336","0.8405207485760781","0.8405207485760781","0.8405207485760781","0.8434703010577705","0.8434703010577705","0.8434703010577705"
"9536","0.8398087876322213","0.8398087876322213","0.8398087876322213","0.8385882831570383","0.8385882831570383","0.8385882831570383"
"9736","0.8401139137510171","0.8401139137510171","0.8401139137510171","0.8453010577705452","0.8453010577705452","0.8453010577705452"
"9936","0.834113100081367","0.834113100081367","0.834113100081367","0.8440805532953621","0.8440805532953621","0.8440805532953621"
"10136","0.8395036615134256","0.8395036615134256","0.8395036615134256","0.8414361269324654","0.8414361269324654","0.8414361269324654"
"10336","0.8404190398698128","0.8404190398698128","0.8404190398698128","0.8427583401139137","0.8427583401139137","0.8427583401139137"
"10536","0.8381814483319772","0.8381814483319772","0.8381814483319772","0.845606183889341","0.845606183889341","0.845606183889341"
"10736","0.8404190398698128","0.8404190398698128","0.8404190398698128","0.842453213995118","0.842453213995118","0.842453213995118"
"10936","0.8414361269324654","0.8414361269324654","0.8414361269324654","0.8449959316517494","0.8449959316517494","0.8449959316517494"
"11136","0.8415378356387306","0.8415378356387306","0.8415378356387306","0.8444873881204231","0.8444873881204231","0.8444873881204231"
"11336","0.8410292921074044","0.8410292921074044","0.8410292921074044","0.8431651749389748","0.8431651749389748","0.8431651749389748"
"11536","0.8347233523189586","0.8347233523189586","0.8347233523189586","0.8378763222131814","0.8378763222131814","0.8378763222131814"
"11736","0.8435720097640358","0.8435720097640358","0.8435720097640358","0.8431651749389748","0.8431651749389748","0.8431651749389748"
"11936","0.8441822620016274","0.8441822620016274","0.8441822620016274","0.8457078925956062","0.8457078925956062","0.8457078925956062"
"12136","0.8435720097640358","0.8435720097640358","0.8435720097640358","0.845606183889341","0.845606183889341","0.845606183889341"
"12272","0.8413344182262001","0.8413344182262001","0.8413344182262001","0.8421480878763222","0.8421480878763222","0.8421480878763222"
"12472","0.8398087876322213","0.8398087876322213","0.8398087876322213","0.8445890968266884","0.8445890968266884","0.8445890968266884"
"12672","0.842860048820179","0.842860048820179","0.842860048820179","0.8449959316517494","0.8449959316517494","0.8449959316517494"
"12872","0.8454027664768105","0.8454027664768105","0.8454027664768105","0.8459113100081367","0.8459113100081367","0.8459113100081367"
"13072","0.8431651749389748","0.8431651749389748","0.8431651749389748","0.8470301057770545","0.8470301057770545","0.8470301057770545"
"13272","0.8446908055329536","0.8446908055329536","0.8446908055329536","0.8465215622457283","0.8465215622457283","0.8465215622457283"
"13472","0.8422497965825875","0.8422497965825875","0.8422497965825875","0.8449959316517494","0.8449959316517494","0.8449959316517494"
"13672","0.8455044751830757","0.8455044751830757","0.8455044751830757","0.845606183889341","0.845606183889341","0.845606183889341"
"13872","0.8381814483319772","0.8381814483319772","0.8381814483319772","0.8465215622457283","0.8465215622457283","0.8465215622457283"
"14072","0.8447925142392189","0.8447925142392189","0.8447925142392189","0.8462164361269324","0.8462164361269324","0.8462164361269324"
"14272","0.8406224572823434","0.8406224572823434","0.8406224572823434","0.8443856794141579","0.8443856794141579","0.8443856794141579"
"14472","0.8454027664768105","0.8454027664768105","0.8454027664768105","0.847233523189585","0.847233523189585","0.847233523189585"
"14672","0.8431651749389748","0.8431651749389748","0.8431651749389748","0.8457078925956062","0.8457078925956062","0.8457078925956062"
"14872","0.8447925142392189","0.8447925142392189","0.8447925142392189","0.8460130187144019","0.8460130187144019","0.8460130187144019"
"15072","0.8471318144833198","0.8471318144833198","0.8471318144833198","0.8474369406021155","0.8474369406021155","0.8474369406021155"
"15272","0.8397070789259561","0.8397070789259561","0.8397070789259561","0.8451993490642798","0.8451993490642798","0.8451993490642798"
"15472","0.8412327095199349","0.8412327095199349","0.8412327095199349","0.8450976403580146","0.8450976403580146","0.8450976403580146"
"15672","0.846826688364524","0.846826688364524","0.846826688364524","0.8481489015459723","0.8481489015459723","0.8481489015459723"
"15872","0.8457078925956062","0.8457078925956062","0.8457078925956062","0.8480471928397071","0.8480471928397071","0.8480471928397071"
"16072","0.846419853539463","0.846419853539463","0.846419853539463","0.8480471928397071","0.8480471928397071","0.8480471928397071"
"16272","0.846419853539463","0.846419853539463","0.846419853539463","0.846419853539463","0.846419853539463","0.846419853539463"
"16472","0.8465215622457283","0.8465215622457283","0.8465215622457283","0.8458096013018714","0.8458096013018714","0.8458096013018714"
"16672","0.8438771358828315","0.8438771358828315","0.8438771358828315","0.8461147274206672","0.8461147274206672","0.8461147274206672"
"16872","0.8461147274206672","0.8461147274206672","0.8461147274206672","0.8473352318958502","0.8473352318958502","0.8473352318958502"
"17072","0.8455044751830757","0.8455044751830757","0.8455044751830757","0.8474369406021155","0.8474369406021155","0.8474369406021155"
"17272","0.8459113100081367","0.8459113100081367","0.8459113100081367","0.8467249796582588","0.8467249796582588","0.8467249796582588"
"17472","0.8470301057770545","0.8470301057770545","0.8470301057770545","0.8497762408462164","0.8497762408462164","0.8497762408462164"
"17672","0.8411310008136696","0.8411310008136696","0.8411310008136696","0.8496745321399511","0.8496745321399511","0.8496745321399511"
"17872","0.8406224572823434","0.8406224572823434","0.8406224572823434","0.8483523189585028","0.8483523189585028","0.8483523189585028"
"18072","0.8434703010577705","0.8434703010577705","0.8434703010577705","0.8493694060211554","0.8493694060211554","0.8493694060211554"
"18272","0.8492676973148902","0.8492676973148902","0.8492676973148902","0.8462164361269324","0.8462164361269324","0.8462164361269324"
"18408","0.8470301057770545","0.8470301057770545","0.8470301057770545","0.8491659886086249","0.8491659886086249","0.8491659886086249"
"18608","0.8423515052888527","0.8423515052888527","0.8423515052888527","0.8478437754271766","0.8478437754271766","0.8478437754271766"
"18808","0.8458096013018714","0.8458096013018714","0.8458096013018714","0.8467249796582588","0.8467249796582588","0.8467249796582588"
"19008","0.8410292921074044","0.8410292921074044","0.8410292921074044","0.8477420667209113","0.8477420667209113","0.8477420667209113"
"19208","0.8485557363710333","0.8485557363710333","0.8485557363710333","0.8482506102522376","0.8482506102522376","0.8482506102522376"
"19408","0.842046379170057","0.842046379170057","0.842046379170057","0.8451993490642798","0.8451993490642798","0.8451993490642798"
"19608","0.8486574450772986","0.8486574450772986","0.8486574450772986","0.8491659886086249","0.8491659886086249","0.8491659886086249"
"19808","0.8475386493083807","0.8475386493083807","0.8475386493083807","0.8483523189585028","0.8483523189585028","0.8483523189585028"
"20008","0.8470301057770545","0.8470301057770545","0.8470301057770545","0.8477420667209113","0.8477420667209113","0.8477420667209113"
"20208","0.8501830756712775","0.8501830756712775","0.8501830756712775","0.8485557363710333","0.8485557363710333","0.8485557363710333"
"20408","0.8481489015459723","0.8481489015459723","0.8481489015459723","0.8474369406021155","0.8474369406021155","0.8474369406021155"
"20608","0.8484540276647681","0.8484540276647681","0.8484540276647681","0.849979658258747","0.849979658258747","0.849979658258747"
"20808","0.8477420667209113","0.8477420667209113","0.8477420667209113","0.8462164361269324","0.8462164361269324","0.8462164361269324"
"21008","0.8483523189585028","0.8483523189585028","0.8483523189585028","0.8492676973148902","0.8492676973148902","0.8492676973148902"
"21208","0.852013832384052","0.852013832384052","0.852013832384052","0.8508950366151342","0.8508950366151342","0.8508950366151342"
"21408","0.8473352318958502","0.8473352318958502","0.8473352318958502","0.8489625711960944","0.8489625711960944","0.8489625711960944"
"21608","0.8533360455655004","0.8533360455655004","0.8533360455655004","0.8478437754271766","0.8478437754271766","0.8478437754271766"
"21808","0.8494711147274207","0.8494711147274207","0.8494711147274207","0.8475386493083807","0.8475386493083807","0.8475386493083807"
"22008","0.8525223759153784","0.8525223759153784","0.8525223759153784","0.8478437754271766","0.8478437754271766","0.8478437754271766"
"22208","0.8496745321399511","0.8496745321399511","0.8496745321399511","0.8465215622457283","0.8465215622457283","0.8465215622457283"
"22408","0.8477420667209113","0.8477420667209113","0.8477420667209113","0.8461147274206672","0.8461147274206672","0.8461147274206672"
"22608","0.8517087062652563","0.8517087062652563","0.8517087062652563","0.8487591537835639","0.8487591537835639","0.8487591537835639"
"22808","0.851606997558991","0.851606997558991","0.851606997558991","0.8477420667209113","0.8477420667209113","0.8477420667209113"
"23008","0.8527257933279089","0.8527257933279089","0.8527257933279089","0.8484540276647681","0.8484540276647681","0.8484540276647681"
"23208","0.8496745321399511","0.8496745321399511","0.8496745321399511","0.8501830756712775","0.8501830756712775","0.8501830756712775"
"23408","0.8529292107404394","0.8529292107404394","0.8529292107404394","0.8515052888527258","0.8515052888527258","0.8515052888527258"
"23608","0.8532343368592351","0.8532343368592351","0.8532343368592351","0.8485557363710333","0.8485557363710333","0.8485557363710333"
"23808","0.8478437754271766","0.8478437754271766","0.8478437754271766","0.8489625711960944","0.8489625711960944","0.8489625711960944"
"24008","0.8532343368592351","0.8532343368592351","0.8532343368592351","0.8509967453213995","0.8509967453213995","0.8509967453213995"
"24208","0.850793327908869","0.850793327908869","0.850793327908869","0.8474369406021155","0.8474369406021155","0.8474369406021155"
"24408","0.8531326281529699","0.8531326281529699","0.8531326281529699","0.8496745321399511","0.8496745321399511","0.8496745321399511"
"24544","0.8541497152156224","0.8541497152156224","0.8541497152156224","0.8500813669650122","0.8500813669650122","0.8500813669650122"
"24744","0.8505899104963385","0.8505899104963385","0.8505899104963385","0.8501830756712775","0.8501830756712775","0.8501830756712775"
"24944","0.8529292107404394","0.8529292107404394","0.8529292107404394","0.8500813669650122","0.8500813669650122","0.8500813669650122"
"25144","0.8517087062652563","0.8517087062652563","0.8517087062652563","0.8519121236777868","0.8519121236777868","0.8519121236777868"
"25344","0.8524206672091131","0.8524206672091131","0.8524206672091131","0.8501830756712775","0.8501830756712775","0.8501830756712775"
"25544","0.8526240846216436","0.8526240846216436","0.8526240846216436","0.8508950366151342","0.8508950366151342","0.8508950366151342"
"25744","0.8523189585028479","0.8523189585028479","0.8523189585028479","0.8510984540276648","0.8510984540276648","0.8510984540276648"
"25944","0.8522172497965825","0.8522172497965825","0.8522172497965825","0.8522172497965825","0.8522172497965825","0.8522172497965825"
"26144","0.8541497152156224","0.8541497152156224","0.8541497152156224","0.8530309194467046","0.8530309194467046","0.8530309194467046"
"26344","0.853539462978031","0.853539462978031","0.853539462978031","0.8501830756712775","0.8501830756712775","0.8501830756712775"
"26544","0.8552685109845403","0.8552685109845403","0.8552685109845403","0.8523189585028479","0.8523189585028479","0.8523189585028479"
"26744","0.853539462978031","0.853539462978031","0.853539462978031","0.8509967453213995","0.8509967453213995","0.8509967453213995"
"26944","0.8495728234336859","0.8495728234336859","0.8495728234336859","0.8544548413344182","0.8544548413344182","0.8544548413344182"
"27144","0.8548616761594793","0.8548616761594793","0.8548616761594793","0.8515052888527258","0.8515052888527258","0.8515052888527258"
"27344","0.8576078112286412","0.8576078112286412","0.8576078112286412","0.8521155410903173","0.8521155410903173","0.8521155410903173"
"27544","0.8546582587469488","0.8546582587469488","0.8546582587469488","0.8515052888527258","0.8515052888527258","0.8515052888527258"
"27744","0.8541497152156224","0.8541497152156224","0.8541497152156224","0.8496745321399511","0.8496745321399511","0.8496745321399511"
"27944","0.8580146460537021","0.8580146460537021","0.8580146460537021","0.8538445890968267","0.8538445890968267","0.8538445890968267"
"28144","0.8542514239218877","0.8542514239218877","0.8542514239218877","0.8524206672091131","0.8524206672091131","0.8524206672091131"
"28344","0.8506916192026037","0.8506916192026037","0.8506916192026037","0.8529292107404394","0.8529292107404394","0.8529292107404394"
"28544","0.8565907241659886","0.8565907241659886","0.8565907241659886","0.8523189585028479","0.8523189585028479","0.8523189585028479"
"28744","0.8519121236777868","0.8519121236777868","0.8519121236777868","0.8522172497965825","0.8522172497965825","0.8522172497965825"
"28944","0.8548616761594793","0.8548616761594793","0.8548616761594793","0.8506916192026037","0.8506916192026037","0.8506916192026037"
"29144","0.8518104149715215","0.8518104149715215","0.8518104149715215","0.8485557363710333","0.8485557363710333","0.8485557363710333"
"29344","0.8532343368592351","0.8532343368592351","0.8532343368592351","0.8504882017900732","0.8504882017900732","0.8504882017900732"
"29544","0.8541497152156224","0.8541497152156224","0.8541497152156224","0.8482506102522376","0.8482506102522376","0.8482506102522376"
"29744","0.8521155410903173","0.8521155410903173","0.8521155410903173","0.850386493083808","0.850386493083808","0.850386493083808"
"29944","0.8510984540276648","0.8510984540276648","0.8510984540276648","0.849979658258747","0.849979658258747","0.849979658258747"
"30144","0.8545565500406835","0.8545565500406835","0.8545565500406835","0.8515052888527258","0.8515052888527258","0.8515052888527258"
"30344","0.8537428803905615","0.8537428803905615","0.8537428803905615","0.8512001627339301","0.8512001627339301","0.8512001627339301"
"30544","0.8549633848657445","0.8549633848657445","0.8549633848657445","0.8524206672091131","0.8524206672091131","0.8524206672091131"
"30680","0.852013832384052","0.852013832384052","0.852013832384052","0.8494711147274207","0.8494711147274207","0.8494711147274207"
"30880","0.8540480065093572","0.8540480065093572","0.8540480065093572","0.8498779495524816","0.8498779495524816","0.8498779495524816"
"31080","0.8533360455655004","0.8533360455655004","0.8533360455655004","0.8496745321399511","0.8496745321399511","0.8496745321399511"
"31280","0.851606997558991","0.851606997558991","0.851606997558991","0.8522172497965825","0.8522172497965825","0.8522172497965825"
"31480","0.8550650935720098","0.8550650935720098","0.8550650935720098","0.8504882017900732","0.8504882017900732","0.8504882017900732"
"31680","0.8521155410903173","0.8521155410903173","0.8521155410903173","0.8500813669650122","0.8500813669650122","0.8500813669650122"
"31880","0.8546582587469488","0.8546582587469488","0.8546582587469488","0.8525223759153784","0.8525223759153784","0.8525223759153784"
"32080","0.8545565500406835","0.8545565500406835","0.8545565500406835","0.8498779495524816","0.8498779495524816","0.8498779495524816"
"32280","0.8531326281529699","0.8531326281529699","0.8531326281529699","0.8510984540276648","0.8510984540276648","0.8510984540276648"
"32480","0.8562855980471928","0.8562855980471928","0.8562855980471928","0.8512001627339301","0.8512001627339301","0.8512001627339301"
"32680","0.8590317331163547","0.8590317331163547","0.8590317331163547","0.8537428803905615","0.8537428803905615","0.8537428803905615"
"32880","0.8513018714401953","0.8513018714401953","0.8513018714401953","0.8519121236777868","0.8519121236777868","0.8519121236777868"
"33080","0.8531326281529699","0.8531326281529699","0.8531326281529699","0.8531326281529699","0.8531326281529699","0.8531326281529699"
"33280","0.8540480065093572","0.8540480065093572","0.8540480065093572","0.8542514239218877","0.8542514239218877","0.8542514239218877"
"33480","0.855573637103336","0.855573637103336","0.855573637103336","0.8526240846216436","0.8526240846216436","0.8526240846216436"
"33680","0.8509967453213995","0.8509967453213995","0.8509967453213995","0.8528275020341741","0.8528275020341741","0.8528275020341741"
"33880","0.8541497152156224","0.8541497152156224","0.8541497152156224","0.8544548413344182","0.8544548413344182","0.8544548413344182"
"34080","0.853539462978031","0.853539462978031","0.853539462978031","0.851606997558991","0.851606997558991","0.851606997558991"
"34280","0.853539462978031","0.853539462978031","0.853539462978031","0.8532343368592351","0.8532343368592351","0.8532343368592351"
"34480","0.8549633848657445","0.8549633848657445","0.8549633848657445","0.8519121236777868","0.8519121236777868","0.8519121236777868"
"34680","0.855573637103336","0.855573637103336","0.855573637103336","0.853946297803092","0.853946297803092","0.853946297803092"
"34880","0.8548616761594793","0.8548616761594793","0.8548616761594793","0.8521155410903173","0.8521155410903173","0.8521155410903173"
"35080","0.8560821806346623","0.8560821806346623","0.8560821806346623","0.851606997558991","0.851606997558991","0.851606997558991"
"35280","0.8549633848657445","0.8549633848657445","0.8549633848657445","0.8546582587469488","0.8546582587469488","0.8546582587469488"
"35480","0.8478437754271766","0.8478437754271766","0.8478437754271766","0.8522172497965825","0.8522172497965825","0.8522172497965825"
"35680","0.8568958502847844","0.8568958502847844","0.8568958502847844","0.8534377542717657","0.8534377542717657","0.8534377542717657"
"35880","0.855166802278275","0.855166802278275","0.855166802278275","0.8540480065093572","0.8540480065093572","0.8540480065093572"
"36080","0.8548616761594793","0.8548616761594793","0.8548616761594793","0.8517087062652563","0.8517087062652563","0.8517087062652563"
"36280","0.8549633848657445","0.8549633848657445","0.8549633848657445","0.8521155410903173","0.8521155410903173","0.8521155410903173"
"36480","0.8534377542717657","0.8534377542717657","0.8534377542717657","0.8512001627339301","0.8512001627339301","0.8512001627339301"
"36680","0.8538445890968267","0.8538445890968267","0.8538445890968267","0.8537428803905615","0.8537428803905615","0.8537428803905615"
"36816","0.8542514239218877","0.8542514239218877","0.8542514239218877","0.8534377542717657","0.8534377542717657","0.8534377542717657"
"37016","0.8521155410903173","0.8521155410903173","0.8521155410903173","0.8533360455655004","0.8533360455655004","0.8533360455655004"
"37216","0.8544548413344182","0.8544548413344182","0.8544548413344182","0.851606997558991","0.851606997558991","0.851606997558991"
"37416","0.8545565500406835","0.8545565500406835","0.8545565500406835","0.8518104149715215","0.8518104149715215","0.8518104149715215"
"37616","0.8563873067534581","0.8563873067534581","0.8563873067534581","0.8534377542717657","0.8534377542717657","0.8534377542717657"
"37816","0.8545565500406835","0.8545565500406835","0.8545565500406835","0.8536411716842962","0.8536411716842962","0.8536411716842962"
"38016","0.8564890154597233","0.8564890154597233","0.8564890154597233","0.8522172497965825","0.8522172497965825","0.8522172497965825"
"38216","0.8514035801464606","0.8514035801464606","0.8514035801464606","0.851606997558991","0.851606997558991","0.851606997558991"
"38416","0.8560821806346623","0.8560821806346623","0.8560821806346623","0.8523189585028479","0.8523189585028479","0.8523189585028479"
"38616","0.845606183889341","0.845606183889341","0.845606183889341","0.852013832384052","0.852013832384052","0.852013832384052"
"38816","0.8561838893409276","0.8561838893409276","0.8561838893409276","0.8532343368592351","0.8532343368592351","0.8532343368592351"
"39016","0.8581163547599675","0.8581163547599675","0.8581163547599675","0.8558787632221319","0.8558787632221319","0.8558787632221319"
"39216","0.8568958502847844","0.8568958502847844","0.8568958502847844","0.8531326281529699","0.8531326281529699","0.8531326281529699"
"39416","0.8548616761594793","0.8548616761594793","0.8548616761594793","0.8526240846216436","0.8526240846216436","0.8526240846216436"
"39616","0.8508950366151342","0.8508950366151342","0.8508950366151342","0.8526240846216436","0.8526240846216436","0.8526240846216436"
"39816","0.8532343368592351","0.8532343368592351","0.8532343368592351","0.8527257933279089","0.8527257933279089","0.8527257933279089"
"40016","0.8568958502847844","0.8568958502847844","0.8568958502847844","0.8504882017900732","0.8504882017900732","0.8504882017900732"
"40216","0.8557770545158666","0.8557770545158666","0.8557770545158666","0.8526240846216436","0.8526240846216436","0.8526240846216436"
"40416","0.8586248982912937","0.8586248982912937","0.8586248982912937","0.8510984540276648","0.8510984540276648","0.8510984540276648"
"40616","0.8600488201790073","0.8600488201790073","0.8600488201790073","0.8518104149715215","0.8518104149715215","0.8518104149715215"
"40816","0.8585231895850285","0.8585231895850285","0.8585231895850285","0.8544548413344182","0.8544548413344182","0.8544548413344182"
"41016","0.8566924328722538","0.8566924328722538","0.8566924328722538","0.8534377542717657","0.8534377542717657","0.8534377542717657"
"41216","0.8606590724165989","0.8606590724165989","0.8606590724165989","0.8540480065093572","0.8540480065093572","0.8540480065093572"
"41416","0.8515052888527258","0.8515052888527258","0.8515052888527258","0.8525223759153784","0.8525223759153784","0.8525223759153784"
"41616","0.8572009764035802","0.8572009764035802","0.8572009764035802","0.8528275020341741","0.8528275020341741","0.8528275020341741"
"41816","0.8559804719283971","0.8559804719283971","0.8559804719283971","0.8537428803905615","0.8537428803905615","0.8537428803905615"
"42016","0.8585231895850285","0.8585231895850285","0.8585231895850285","0.853946297803092","0.853946297803092","0.853946297803092"
"42216","0.8568958502847844","0.8568958502847844","0.8568958502847844","0.8546582587469488","0.8546582587469488","0.8546582587469488"
"42416","0.854759967453214","0.854759967453214","0.854759967453214","0.8529292107404394","0.8529292107404394","0.8529292107404394"
"42616","0.8552685109845403","0.8552685109845403","0.8552685109845403","0.8527257933279089","0.8527257933279089","0.8527257933279089"
"42816","0.8561838893409276","0.8561838893409276","0.8561838893409276","0.8537428803905615","0.8537428803905615","0.8537428803905615"
"42952","0.853946297803092","0.853946297803092","0.853946297803092","0.8553702196908055","0.8553702196908055","0.8553702196908055"
"43152","0.8590317331163547","0.8590317331163547","0.8590317331163547","0.8531326281529699","0.8531326281529699","0.8531326281529699"
"43352","0.8594385679414158","0.8594385679414158","0.8594385679414158","0.855166802278275","0.855166802278275","0.855166802278275"
"43552","0.8596419853539463","0.8596419853539463","0.8596419853539463","0.853946297803092","0.853946297803092","0.853946297803092"
"43752","0.8560821806346623","0.8560821806346623","0.8560821806346623","0.8543531326281529","0.8543531326281529","0.8543531326281529"
"43952","0.8582180634662328","0.8582180634662328","0.8582180634662328","0.8537428803905615","0.8537428803905615","0.8537428803905615"
"44152","0.8560821806346623","0.8560821806346623","0.8560821806346623","0.8553702196908055","0.8553702196908055","0.8553702196908055"
"44352","0.8562855980471928","0.8562855980471928","0.8562855980471928","0.8518104149715215","0.8518104149715215","0.8518104149715215"
"44552","0.8562855980471928","0.8562855980471928","0.8562855980471928","0.8496745321399511","0.8496745321399511","0.8496745321399511"
"44752","0.855166802278275","0.855166802278275","0.855166802278275","0.8508950366151342","0.8508950366151342","0.8508950366151342"
"44952","0.8577095199349064","0.8577095199349064","0.8577095199349064","0.8518104149715215","0.8518104149715215","0.8518104149715215"
"45152","0.8586248982912937","0.8586248982912937","0.8586248982912937","0.8533360455655004","0.8533360455655004","0.8533360455655004"
"45352","0.8564890154597233","0.8564890154597233","0.8564890154597233","0.8541497152156224","0.8541497152156224","0.8541497152156224"
"45552","0.8592351505288853","0.8592351505288853","0.8592351505288853","0.8538445890968267","0.8538445890968267","0.8538445890968267"
"45752","0.858726606997559","0.858726606997559","0.858726606997559","0.8553702196908055","0.8553702196908055","0.8553702196908055"
"45952","0.8581163547599675","0.8581163547599675","0.8581163547599675","0.8528275020341741","0.8528275020341741","0.8528275020341741"
